reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0cc6e6ff-528c-454e-87c1-5714397856b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ga jelas amat sih suka ga bisa masuk males harus download hapus download hapus terus tolong lah perbaiki,2,0,,2024-09-29 02:43:23,,,
c360b66d-3c68-4ff7-8419-219c2e4e9d11,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bis,5,0,37.6.3,2024-12-04 08:31:23,,,37.6.3
f5be5c90-d007-450c-b046-71896f20d840,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk nya udah bagus dari videonya,fyp,dll tapi saya kasih 4 bintang karna waktu msuk ke apk nya lama bgt udh itu sering keluar sendiri saya tidak tau darimana yg salah apa dari hp saya atau dari apk nya tolong di perbaikin lebih lanjut udh itu aja trimakasih",4,0,37.9.1,2024-12-20 05:05:25,,,37.9.1
5659b042-4a80-4dc5-b7ee-78cbbacb8e91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Semangat terus,5,0,38.3.3,2025-01-27 03:32:15,,,38.3.3
7614ac13-3441-4605-90a6-60caa4fd0a94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Masa tiktok saya tiba-tiba ke blokir,1,0,36.4.4,2024-09-07 07:33:38,,,36.4.4
4dbd2ee8-e029-42d9-ab7c-3cec7fbddda5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Semoga bermanfaat,5,0,36.3.3,2024-09-10 12:11:56,,,36.3.3
5c9abee0-43df-4732-ba85-810bf712da93,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gk bisa di buka,1,0,36.5.5,2024-09-27 10:45:40,,,36.5.5
05b2082f-fa6c-4862-ac4b-bab335ae3358,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,,2024-10-26 16:34:11,,,
921ef68f-01f0-4f91-8d46-b6dd72c62f6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,awalnya bagus tapi sekarang tiktok nya udah ngk bisa di buka lagi ngk tahu ada masalah apa dengan tiktok saya,3,15,36.4.4,2024-09-10 04:33:32,,,36.4.4
986c18db-fb93-4590-b2e8-65b8532ea250,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tetep layar g bisa ya,kecewa banget",5,0,37.6.2,2024-11-29 03:52:04,,,37.6.2
3cc6a436-f258-4d92-a4bf-f172c2098c10,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Apk bagus banget saya jadi suka,5,0,,2024-10-01 15:04:03,,,
b5cf46b2-118b-4d0f-98fa-8ac76aed00fa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangaaatttttt baikkkk,5,0,38.3.3,2025-01-31 15:56:27,,,38.3.3
1d9a28b8-66d9-4f37-9de8-e262ea68772d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,akun ku kena pelanggaran terus padahal saya tidak pernah melanggar,1,0,38.3.3,2025-02-08 08:33:39,,,38.3.3
49abb22f-5513-4303-95d7-e35d453ae8dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Capek uninstall dan di install terus gara"" gac bisa di buka tolong di perbaiki lagi tiktok",2,0,,2025-01-03 10:10:42,,,
c3dca437-8ddb-4989-8ec9-e2c1a0492697,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Okay,5,0,,2024-08-24 23:55:55,,,
6bed3e7f-601a-4b8c-859c-1b747bb2101f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baguss,5,0,,2024-11-01 00:34:32,,,
4d4aa6fc-f0cd-4c37-bc58-d9ceb2445fe2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren,5,0,35.9.4,2024-10-08 19:12:27,,,35.9.4
aed0d182-ab46-4b09-b4ce-2d046d3ebcd3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru,5,0,35.5.3,2024-07-28 14:36:19,,,35.5.3
e30fb8e6-701f-4603-91ef-98a52b655bb7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tik tok kenapa ada pembaruan gini yaa. Pembaruanya bikin hp lemot. Klw apl tik tok di uninstal baru hpnya gk lemot. Tolong kembali di versi lama yang bisa dipakai oleh androind 10.,2,1,37.5.3,2024-12-04 03:56:02,,,37.5.3
319e2b12-8b7a-4b3c-b4ff-a59bbd48bcfb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kereennn,5,0,37.9.2,2025-02-02 04:32:07,,,37.9.2
37f59f9e-5d41-436f-8dc3-4802a99ac3c4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bagus,cuman kadang gada suaranya,atau GK agak telat gitu lagu nya",4,0,34.8.0,2024-12-22 06:53:36,,,34.8.0
0fd379ae-bf14-4d22-94c0-5bb0de451908,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,setelah di update kenapa jadi GK normal,3,0,36.7.4,2024-10-22 14:00:43,,,36.7.4
b2da7e26-a0b0-43ad-a2e9-278a4cbd8044,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat populer.. Saya senang berada di aplikasi tiktok👌,5,0,,2024-12-21 20:03:42,,,
ed90625a-fd18-4d4f-aa06-9e06e5c3666e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aktifitas di blok padahal ganti hp itupin hp kentang aktifitas nggak ada sama sekali koin hilang semua udangan juga nggak di respon,3,0,,2024-08-13 22:12:10,,,
806d6b34-48ff-432c-88ed-0985f11a0819,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sudah bagus lagii,5,0,36.4.4,2024-09-18 07:53:19,,,36.4.4
efa142a6-bf89-41e1-b43a-8c7ff6e083f3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aku suka bngt sama aplikasi nya,5,1,36.5.5,2024-09-28 02:21:48,,,36.5.5
4e1bdfc3-1ecf-4cec-9271-10b20c26d2b8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Q...gbisa liat vid nya,5,0,,2025-01-12 08:21:46,,,
7a90160b-792c-45f2-a108-364dcfffd325,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terlalu banyak bug nyaaa,1,0,22.9.3,2025-01-14 07:16:25,,,22.9.3
96fa07e2-bc3f-4c63-a8e2-8d240f1fd1d2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The best,5,0,38.4.2,2025-01-27 15:55:17,,,38.4.2
92e74bb5-0a0c-46ef-8887-f46be9c3ce02,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,38.4.3,2025-02-08 07:02:24,,,38.4.3
97545ac1-b948-48cb-9852-7c89f38b9566,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aku suka,tapi knapa suka ngak bisa di buka aplikasi nya terpaksa download ulang",5,0,36.7.4,2024-10-24 03:30:34,,,36.7.4
55a21090-be58-422d-8db0-f75ffdd6ac8d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sebenarnya apk nya bgs tapi karena suka bug dan stay di logonya aja jadi ksel gitu loh nungguinnya mana ga kebuka buka. Biasanya sih aku 1hari sekali hapus donlod tiktok karena yhh suka bug jadi terpaksa harus hapus donlod,2,0,,2025-02-05 10:33:25,,,
05788081-a1c5-4a24-bb60-4d7f1adb3791,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kok di buka muncul logo tiktok doang, lagi error kah?",2,0,38.3.3,2025-01-21 15:38:18,,,38.3.3
cc2fdbe1-aa84-4c72-bd2b-227a6b6e15dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru,5,0,,2024-10-07 13:07:15,,,
2eef452a-c0de-491d-8f1b-8fc333ffd745,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiktok ng3ntod makin kesini makin ga jelas,1,0,36.5.4,2024-09-16 00:12:27,,,36.5.4
4ed198f5-c91e-4164-947d-6dbff971fa56,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baik,5,0,37.8.5,2024-12-21 11:27:27,,,37.8.5
07694fd0-d23e-4781-bd6e-c8811b0a9204,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kurang memuaskan, banyak bug",1,0,,2024-12-15 07:44:42,,,
7c66d81f-5fae-4220-a9ea-8cb57d9e34ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jika ada kesalahan sedang live, mohon jgn langsung mati kena pelanggaran.",5,0,36.7.4,2024-10-08 08:32:22,,,36.7.4
672438a3-dcd5-4c6c-9161-a2fa370e2bb2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren,5,0,,2025-01-22 15:58:58,,,
e4950d9c-7aeb-4b0b-99e1-61356929e707,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak ada postingan ulang,2,0,35.8.3,2024-08-21 15:26:26,,,35.8.3
a9f8f442-9594-40cd-ad7c-07f75fcea606,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sedikit kecewa sm tiktok karna bug, susah untuk di buka,saya harus mendownload ulang apk tiktok agar bisa kebuka, dan ini seringkali terjadi",4,0,,2025-02-09 21:07:49,,,
c9eaa991-ee91-406d-9028-0e9e9a73f78b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baguss,5,0,,2024-07-27 05:58:33,,,
e48c0e9c-5778-418b-8054-12bec0ad7ebe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gk bisa dibuka aplikasinya stuck di logo tiktok aja Tolong Di Perbaiki Pihak Tiktok,1,0,,2024-11-27 12:12:52,,,
27fcedbe-62b6-4ce3-8575-85f776a0ead4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,punyak ku kan ada akun 3 dang yang satu kok Gk ada keranjang kuning nya dan juga Gk bisa lev padahal pengikutnya sudah 1k,1,0,37.9.4,2025-01-02 10:24:02,,,37.9.4
5d2638ab-97e7-44b2-a8e8-236f08a9e0da,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kurangin dong MB nya,5,0,37.5.3,2024-12-01 09:13:02,,,37.5.3
833cd75c-a6c1-413e-a0e3-1d7e56b23888,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Puas,5,0,,2024-07-25 19:48:39,,,
8b5824e7-de90-442b-a879-9beb7c088327,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sehat selalu 🙏,3,0,38.4.3,2025-02-09 09:41:33,,,38.4.3
166f51a6-c966-4195-af87-8a132f5706b9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tiktok jht,, maso api ny dk idup² padahal lh chattan,, emng api tu baru 31 tpi itu dri awl nge hidupin api tu butuh effort",1,0,36.0.4,2024-08-27 13:19:35,,,36.0.4
d840dcec-7add-4d00-833f-d19fa2c843b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Lumayan aku kasih bintang3,3,0,,2024-10-30 08:55:34,,,
9d689b77-e8ee-4aa3-b6ea-dc7a69ac2ac4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bagus tp sy mau akan sy kembali,5,0,,2025-01-19 10:45:45,,,
42932ca9-74d7-4fa4-8e96-92e8ba4ee3e2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiktok ny tdk bsa di updet,3,0,37.5.3,2024-12-03 06:47:57,,,37.5.3
95a6ece3-0aba-4f2a-99a5-39ee6d2a7b70,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apl ini sangat berguna untuk menghilangkan rasa stres,5,0,,2024-11-26 05:47:33,,,
8c39302a-6ed9-4116-b68a-401e325c01c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Karna keren sekali aku kasi bintang lima,5,0,,2024-12-16 01:18:34,,,
42b6d2e6-ed92-40d5-8030-8be6b3ae1187,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi jelek sekali ini sudah di perbarui Bug terus Aplikasi semprul,1,0,35.9.4,2025-01-11 00:49:04,,,35.9.4
70ac02e0-f21f-49e7-8a80-5aca3e78804b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,,2024-07-31 11:14:17,,,
